name,host_name,neighbourhood_group,room_type,price_per_minimum_night,review_rate_per_month
Cozy Artists Apartment in Central Harlem,Dmitri,Manhattan,Private room,66.0,55.23
Cozy sun-soaked bedroom in Harlem,Umar,Manhattan,Private room,40.0,1.02
ROOM Astoria 8 min to NWR train nice Neighborhood,Marco,Queens,Private room,105.0,0.46
Modern Brooklyn Studio By The Beach,Bruno,Brooklyn,Entire home/apt,80.0,291.21
Winter Escape in Classic Brooklyn Brownstone,Roz,Brooklyn,Entire home/apt,12.5,0.16
Clinton Hill Sunny Room,Mariana,Brooklyn,Private room,18.333333333333332,0.62
CAMAROTE SOLO PARA MUJERES/HABITACIÓN COMPARTIDA,Jessy & Christian,Queens,Shared room,20.0,11.899999999999999
"15 minutes to Manhattan, Times square",Chad,Queens,Private room,70.0,4.0
CB3 BROOKLYN,Kian,Brooklyn,Private room,12.0,4.5600000000000005
PRIVATE SINGLES CLEAN BEDROOM NY 6 TRAIN NO CURFEW,Alicia,Bronx,Private room,19.0,14.190000000000001
Affordable 5-P Room n Private bath,Ling,Brooklyn,Private room,45.0,1.26
Bronx Suite,Francisco,Bronx,Private room,39.5,0.46
Spacious Apartment Located By Central Park,Jon,Manhattan,Entire home/apt,98.33333333333333,41.040000000000006
Cozy Nest in the heart of Williamsburg Brooklyn,Noriko,Brooklyn,Entire home/apt,60.0,195.2
"Small Cozy Room in Astoria, Queens",Yasha,Queens,Private room,55.0,1.8
Apartment by Central Park,Maria,Manhattan,Private room,11.666666666666666,53.239999999999995
"ENJOY MANHATTAN
NEAR TO YANKE STADIUM",Ociel,Bronx,Private room,120.0,91.35
Cosy room with Queen bed,Paul,Queens,Private room,90.0,1.54
Brooklyn Sanctuary,Parrish,Brooklyn,Private room,125.0,5.32
Hidden Gem in the Upper East Side,Michele,Manhattan,Entire home/apt,135.0,54.800000000000004
1BR in a Stunning LES apt -W/D /2Bath-Top Location,Orit,Manhattan,Private room,40.0,2.75
Amazing Penthouse,Anting,Brooklyn,Entire home/apt,350.0,0.12
Industrial Loft Living in NYC,Drew,Bronx,Entire home/apt,20.25,3.1
Entire suite with breathtaking views of NYC,Simi,Manhattan,Entire home/apt,850.0,84.24
Spacious bedroom near to subway,Robertina,Queens,Private room,17.0,53.900000000000006
New York on the Ocean,Elena,Brooklyn,Entire home/apt,52.5,5.1
Jul Discount! Beautiful Apartment for 3 in NYC,Susan,Manhattan,Entire home/apt,6.451612903225806,70.25
British Room @ Columbia Uni.,Elif,Manhattan,Private room,75.0,96.57000000000001
"Modern, Bright, & Cheerful - Free Cleaning & WiFi",Marie & Tyler,Brooklyn,Private room,1.3333333333333333,0.13
Pretty Williamsburg Loft,Jovenne Naldrey,Brooklyn,Entire home/apt,215.0,11.05
"Bright & Cozy Private Room—Williamsburg, Brooklyn",Diana,Brooklyn,Private room,26.666666666666668,0.12
Quaint Bedroom in Forest Hills,Nadia,Queens,Private room,75.0,0.16
Modern East Village Apt - Available Last Minute,Adam,Manhattan,Entire home/apt,56.0,2.0
Spacious Basement Bedroom in Duplex w/ yard access,Cj,Brooklyn,Private room,21.0,0.52
Designer Studio with Private Terrace,Jessica,Manhattan,Entire home/apt,26.666666666666668,15.1
Comfy Van,Meng,Manhattan,Entire home/apt,89.0,221.85
BSM.1. Shered room for 4-5 guests,Levi,Brooklyn,Shared room,12.5,2.12
4th floor art,Dionyssios,Manhattan,Entire home/apt,60.0,28.8
Gramercy 3 Bedroom - Central to Everything! #10294,Dylan,Manhattan,Entire home/apt,175.0,94.83
Hostel - Twin-sized Bed in Shared Room in Brooklyn,Nick,Brooklyn,Shared room,6.25,21.84
Spacious Bedroom for 2 w/ washer/dryer + backyard,Rafael,Brooklyn,Private room,85.0,184.8
Hostel - Full-sized Bed in Shared Room in Brooklyn,Nick,Brooklyn,Shared room,6.25,31.959999999999997
Cozy waterfront studio in downtown Manhattan.,Daniela,Manhattan,Entire home/apt,200.0,9.09
Comfy Minimalist Room W/ Private Entrance,Antoine,Brooklyn,Private room,1.6,0.46
"Large luxury 1 BR with views, greenwich village!",Tracey,Manhattan,Entire home/apt,175.0,2.9499999999999997
★ Your Cozy Home I Taxi Service I Backyard ★,Denise,Brooklyn,Entire home/apt,78.0,21.7
"Cosy Midtown New York Place, Ideal for 1 Person!",Xue,Manhattan,Entire home/apt,69.0,0.48
Amazing Room w/ Private Bathroom - Near to Subway,John,Brooklyn,Private room,13.75,13.2
Fun in the Financial District,Stephanie,Manhattan,Shared room,75.0,14.63
Chill Room in soho,Jordan,Manhattan,Private room,134.0,1.08
Home,Javi,Queens,Private room,42.0,0.11
"Private bedroom close to Times Square, Manhattan",Jose,Manhattan,Private room,100.0,26.1
A Cozy Beautiful  Brooklyn Overlooking Park space,Meir,Brooklyn,Entire home/apt,20.0,22.32
Modern room in Williamsburg,Maxim,Brooklyn,Private room,67.0,24.75
Convenient room in Williamsburg,Maxim,Brooklyn,Private room,66.0,220.95000000000002
COZY Single Bed @Williamsburg NY Lorimer Ltrain!,Mala,Brooklyn,Private room,47.5,5.390000000000001
"Park Avenue midtown apartment, walk to everything",Dc,Manhattan,Shared room,400.0,16.799999999999997
Luxury pied-à-terre in Carroll Gdns carriage hse,Amanda,Brooklyn,Entire home/apt,87.5,28.699999999999996
Midtown studio with balcony,Sammi,Manhattan,Entire home/apt,40.0,0.46
Cozy place to stay 7 minutes from Manhattan...,Elizabete,Queens,Private room,33.333333333333336,1.88
金色上房,Jun Jun,Queens,Private room,70.0,4.1
Cozy & Large NYC Private Suite!,Bradley,Bronx,Private room,40.0,44.0
Doris’s Fresh House,Lee,Queens,Private room,30.0,40.089999999999996
Entire Space -  Large Apartment - Clean 2&5 Trains,Godlove,Brooklyn,Entire home/apt,89.0,54.56
"Great home stay,Manhattan Barclay Center 25minutes",Dadrine,Brooklyn,Private room,12.857142857142858,0.79
Cozy renovated NYC Gateway - 7 min M/R Train (2),Omar,Queens,Private room,26.5,121.11
Luxurious Huge Room Same Street As The Subway!,Isabela,Brooklyn,Private room,90.0,283.56
MJS HOME,Murat,Queens,Entire home/apt,20.0,79.0
"Entire Brooklyn apartment, safe, quiet with garden",Charlotte & Aaron,Brooklyn,Entire home/apt,41.666666666666664,4.26
PRIME LOCATION CLEAN SOHO PRIVATE ROOM 2 BEDROOM,Jonathan,Manhattan,Private room,115.0,105.09
Riverside doorman and concierge,Martin,Manhattan,Entire home/apt,46.0,64.56
Cozy quiet private room,Cynthia,Manhattan,Private room,24.0,1.1400000000000001
Near JFK air train nice spot,Tony,Queens,Private room,60.0,154.29
Beautiful room in Sunset Park,Kirstie,Brooklyn,Private room,112.0,11.5
Charming Brooklyn 2 Bedroom w/Character,Matthew,Brooklyn,Entire home/apt,46.666666666666664,132.32999999999998
Welcome to Woodside!,Zumunta,Queens,Private room,31.0,0.11
Clinton Hill loft for your creative side.,Matthew,Brooklyn,Entire home/apt,33.333333333333336,2.8499999999999996
Rose in Spanish Harlem 2,Willie,Manhattan,Private room,60.0,88.83
Unique Penthouse,Anting,Manhattan,Entire home/apt,225.0,0.48
Charming 1 Bedroom Apartment in Greenwich Village,James,Manhattan,Entire home/apt,31.4,0.13
Unique bohemian modern apartment,Kimbe,Brooklyn,Entire home/apt,9.166666666666666,1.36
Quite room. 15 mins to JFK & 20 mins to Manhattan,Michael,Brooklyn,Private room,80.0,1.26
"Private Room, Bath & Entry w/ Free Parking in NYC",Suket,Queens,Entire home/apt,49.5,217.36
Sunny apartment with piano + yard!,Natalia,Brooklyn,Entire home/apt,28.333333333333332,148.24
The Bronx Studio,Janice,Bronx,Entire home/apt,26.666666666666668,4.26
Split level walk-in Masterbedroom,Rafael,Queens,Private room,79.0,10.08
"Hip, Light & Plant Filled Studio in Prime Harlem",Laura,Manhattan,Entire home/apt,30.0,1.1400000000000001
Central park lovely cozy room,Leona,Manhattan,Private room,100.0,728.08
Beautiful cosy room in a Luxury Building,Chantou,Brooklyn,Private room,43.5,1.0499999999999998
Gem of East New York,Adonna,Brooklyn,Private room,75.0,0.14
Upper East Side Cozy Private Room,Leona,Manhattan,Private room,100.0,431.28999999999996
Amazing room for your  holidays,Luca,Manhattan,Private room,18.666666666666668,44.71
Private Crown Heights bedroom near 2/5 Trains,Alan,Brooklyn,Private room,35.0,1.84
Charming Brooklyn 1 Bedroom Apartment w/Character,Matthew,Brooklyn,Entire home/apt,40.0,64.17
Cozy UES studio,Adriana,Manhattan,Entire home/apt,155.0,287.5
HABITACION PRIVADA PARA TI EN NYC.. PRIVATE ROOM,Nahi,Bronx,Private room,19.5,65.52
Cute and roomy 2br Clinton Hill hideaway,Anna,Brooklyn,Entire home/apt,66.66666666666667,0.44
"Cozy, Sunny Bedroom near Times Square/hk",Travis,Manhattan,Private room,250.0,1.76
Cozy financial district manhattan spot,Melli,Manhattan,Entire home/apt,220.0,7.12
Lovely double bedroom in the centre of it all,Bianca,Manhattan,Private room,53.0,10.080000000000002
"Queen bed behind living room curtain, cheap, good",Sifan,Queens,Shared room,40.0,72.5
Cultured NYC 2.0,Mariela,Bronx,Private room,24.0,36.0
Cozy Studio Alcove in the heart of East Village!!,Anique,Manhattan,Entire home/apt,125.0,13.86
"Large apt in trendy, hipster Ridgewood/Bushwick BK",Jason,Brooklyn,Entire home/apt,30.0,0.13
Private Bathroom & Bedroom in Williamsburg,Joel,Brooklyn,Private room,34.0,3.05
"Private room by LGA, Citifield and near Manhattan.",Irwing,Queens,Private room,24.5,11.5
Large 2 Bedroom Gem,Marta,Brooklyn,Entire home/apt,92.5,4.74
Lovely private bedroom in Manhattan,Andres,Manhattan,Private room,25.0,213.39999999999998
QUEEN BED - GREAT LOCATION NEXT TO METRO,Nadine,Brooklyn,Private room,2.1666666666666665,48.51
"HUGE Art-Loft Warehouse in Bushwick, Brooklyn",Cristóbal,Brooklyn,Entire home/apt,60.0,9.27
One Bdrm Apt w/ Extraordinary Views of Downtown,Solina,Manhattan,Entire home/apt,76.66666666666667,7.6
Modern huge room in Brooklyn,Oriana Alexandra,Brooklyn,Private room,60.0,5.46
Small & comfy Bedroom near Brooklyn college.,Monika,Brooklyn,Private room,60.0,16.080000000000002
Private room in a Bohemian Bushwick Loft! c,Yury,Brooklyn,Private room,20.0,30.599999999999998
"AFFORDABLE ROOM, 5 MINUTES TO MANHATTAN!",Analia,Brooklyn,Private room,60.0,726.57
Large Shared Studio (your own bed) - Luxury+Views!,Wayne,Manhattan,Shared room,26.333333333333332,2.0
"Upper West Side, 1800 sq/ft private apartment",Jasmine,Manhattan,Entire home/apt,137.5,7.92
Amazing place close to all,Max/Patti,Manhattan,Entire home/apt,73.33333333333333,84.84
24 Lex Prime Location of East NYC 15min to TimeSq,Stella,Manhattan,Entire home/apt,47.5,168.87
Cozy 1bd in Kensington,Alena,Brooklyn,Entire home/apt,130.0,2.56
Upper East Side room with full size bed,Janna,Manhattan,Private room,85.0,4.0200000000000005
BEST LOCATION IN NEW YORK:PRIVATE MEDIUM SIZE ROOM,Alex,Manhattan,Private room,120.0,216.04000000000002
Casa finca Zen Sanctuary Artist Home,Suanny,Brooklyn,Entire home/apt,31.666666666666668,6.510000000000001
Brooklyn with a view,Elma,Brooklyn,Private room,1.5,0.61
Elmhurst 1st Fl Rightl Bedroom,Rafael,Queens,Private room,49.0,32.3
Cozy and spacious 1-bedroom apartment,Leen,Manhattan,Entire home/apt,25.0,3.3000000000000003
HUGE LOFT IN HIP BUSHWICK 1 - NEAR 2 METROS,Luke & Madia,Brooklyn,Private room,35.0,4.0
New! Entire studio apartment with lofted bedroom!!,Kevin,Queens,Entire home/apt,60.0,0.48
Awesome Budget Private Room with 2 Beds,Joel And Julian,Brooklyn,Private room,35.0,23.099999999999998
Elmhurst 1st Floor BR w/ Pvt. Bath&Balcony,Rafael,Queens,Private room,59.0,32.3
"LGA airport Apt. near Manhattan, JFK, Citi Field.",Farhana,Queens,Entire home/apt,99.0,127.83999999999999
Your Brooklyn paradise,Kennedy,Brooklyn,Private room,155.0,0.11
Cozy Waterfront Space in Brooklyn,Judyann,Brooklyn,Entire home/apt,41.666666666666664,1.29
Parisian Style Apartment in Heart of Brooklyn,Dora,Brooklyn,Entire home/apt,90.0,9.09
"Cozy Room, 2 twin beds, NEAR TRAIN AND AIRPORTS",Valeria,Queens,Private room,50.0,23.8
Stylish bright and newly renovated,Lena,Manhattan,Entire home/apt,26.714285714285715,1.88
REDESIGNED LUX Studio&garden Park Slope Brooklyn!,Sophia,Brooklyn,Entire home/apt,89.5,9.27
Luxurious home in the sky overlooking 5th Ave.,Maka,Manhattan,Entire home/apt,300.0,11.5
CozyPlace 20%off Week Pvt Entrance 18min Manhattan,Ivan,Queens,Private room,96.0,446.04
Huge 1 Bedroom 3F in Authentic Brooklyn Brownstone,Vincent,Brooklyn,Private room,37.5,53.900000000000006
Charming 1 Bedroom on the best block in BK Heights,Clarke,Brooklyn,Entire home/apt,30.2,2.52
Stunning 2 Bedroom in Soho,Corporate Housing,Manhattan,Entire home/apt,5.5,0.66
Luxurious Apt Best Finishes & Location,Corporate Housing,Manhattan,Entire home/apt,4.166666666666667,1.0
Cute Private Room in Astoria Duplex,Nathalie,Queens,Private room,43.5,64.80000000000001
Confortable room in East Village,Margaux,Manhattan,Private room,33.333333333333336,8.0
Spacious Apartment with a View in Williamsburg,Pedro,Brooklyn,Private room,25.0,1.02
The warm place,Charlotte,Queens,Shared room,16.0,5.699999999999999
"Private artist bedroom in Bushwick, Brooklyn",Sasha,Brooklyn,Private room,25.0,33.72
Gem of East New York,Adonna,Brooklyn,Entire home/apt,75.0,4.14
Hostel- Twin-sized Bed in Shared Room in Brooklyn,Nick,Brooklyn,Shared room,6.25,81.27
Private room in E. Williamsburg!  Budget friendly!,Andrea,Brooklyn,Private room,18.333333333333332,20.150000000000002
Nicely decorated apt with amazing private rooftop!,Jean,Brooklyn,Entire home/apt,66.66666666666667,58.59
"Spacious, brand-new Downtown Brooklyn apartment",Dora,Brooklyn,Entire home/apt,15.0,3.1
Private Sun-Drenched 1BR Brownstone Apt,Kisha,Brooklyn,Entire home/apt,43.0,202.01999999999998
Historic Harlem New York Get-Away with charm,Curtis Green,Manhattan,Private room,30.0,0.14
Angeles aparment,Walter,Queens,Entire home/apt,82.5,93.67
Full size room for rent,Ismael,Queens,Private room,27.5,7.2
Double Bedroom in Modern Manhattan Apartment,Jessie,Manhattan,Private room,11.8,36.17999999999999
한성 韓城 Han C (2F),Kane,Queens,Private room,45.0,372.36
South Slope Townhome,Jacqueline,Brooklyn,Entire home/apt,200.0,1.2000000000000002
"Amazing & Cozy Room, Same Street As The Subway!",Marcelo,Brooklyn,Private room,75.0,206.4
Brooklyn APT in heart of urban NYC hustle & bustle,Andrew,Brooklyn,Entire home/apt,41.666666666666664,43.13
Bright & Cheerful - Modern Style + Free Cleaning,Marie & Tyler,Brooklyn,Private room,1.3,0.77
Suite East Side - FREE street parking & wifi,Joe,Manhattan,Entire home/apt,6.5,51.03
Cobble Hill Alcove Studio,Joshua,Brooklyn,Entire home/apt,125.0,0.65
Private bedroom in Washington Heights,Sonia And Lissette,Manhattan,Private room,20.0,9.2
Cozy Private Room in Brooklyn,Bo,Brooklyn,Private room,35.0,137.17000000000002
ELMHURST/FLUSHING 1ST FLOOR 3BEDROOM APT.,Rafael,Queens,Entire home/apt,149.0,200.0
Private Room in a Recently Remodeled Apt  Bushwick,Andres,Brooklyn,Private room,33.333333333333336,2.36
Warm and Cozy two bedroom in prime Chelsea,George,Manhattan,Entire home/apt,106.66666666666667,181.20000000000002
15% Discount - Cozy Room in LES with Backyard,Vince,Manhattan,Private room,80.0,55.88
Sunny Newly Renovated Private Room - Bed-Stuy,Uchenna,Brooklyn,Private room,39.5,37.800000000000004
Multicultural House II,Luis,Bronx,Entire home/apt,33.333333333333336,82.56
Gorgeous Brownstone Studio @ Central Park West,Sasha,Manhattan,Entire home/apt,75.0,109.00000000000001
"1 Rm in 4 BR East Vil-King bd, Roof,prime location",Joshua,Manhattan,Private room,7.5,0.29
"Cosy, friendly room in great part of Bed Stuy!",Marian,Brooklyn,Private room,20.5,40.14
136 Apt 7,Jonathan,Manhattan,Entire home/apt,2.8333333333333335,0.88
Semi-private bedroom. Close 2 Times Square,Javier,Manhattan,Shared room,69.0,102.0
Farm house style in Bay Ridge (A),Fon,Brooklyn,Private room,65.0,11.299999999999999
Farm house style home in Bay Ridge (B),Fon,Brooklyn,Private room,65.0,5.46
Farm house style home in Bay Ridge (C),Fon,Brooklyn,Private room,65.0,7.36
Excellent Private Room,Ann,Brooklyn,Private room,30.0,114.55000000000001
Newly renovated duplex home in Central Harlem,Tricia,Manhattan,Entire home/apt,79.5,79.3
Cozy private room near Columbia University,Zoe,Manhattan,Private room,7.0,1.96
Charming  Studio Apartment at East Harlem.,Rafael,Manhattan,Private room,55.0,7.6
A Suite with breathtaking views of NYC !,Simi,Manhattan,Private room,999.0,16.799999999999997
Double Bedroom in BedStuy/Clinton Hill/Fort Greene,Kit,Brooklyn,Private room,75.0,1.02
Over-sized amazing studio in East Village!,Oz,Manhattan,Entire home/apt,37.5,10.080000000000002
Amber Bedroom,Melissa,Brooklyn,Private room,24.5,25.5
Brand new private room in new building w Roofdeck,Alan,Brooklyn,Private room,41.0,3.96
New 2bd 2bat Apt. w/ rooftop Manhattan view & gym,Alan,Brooklyn,Entire home/apt,87.5,0.12
Apatite Bedroom,Melissa,Brooklyn,Private room,24.5,16.200000000000003
Citrine Bedroom,Melissa,Brooklyn,Private room,32.5,14.41
Emerald Bedroom,Melissa,Brooklyn,Private room,24.5,11.399999999999999
Garnet Bedroom,Melissa,Brooklyn,Private room,24.5,9.18
Lava Bedroom,Melissa,Brooklyn,Private room,32.5,5.6000000000000005
Opalite Bedroom,Melissa,Brooklyn,Private room,24.5,9.18
"20 minutes from Manhattan, 1 block from subway",Jay,Queens,Private room,25.0,21.98
Modern Bright Private Entry 3min to TRAIN near JFK,Terry,Brooklyn,Private room,45.0,109.76
Haven In Harlem,Lancelot,Manhattan,Private room,20.0,143.5
Cute Apartment in Brooklyn,Sofia,Brooklyn,Private room,99.0,10.62
Mesmerized Penthouse,Anting,Manhattan,Entire home/apt,225.0,12.96
SUN DRENCHED 1 BEDROOM IN THE LOWER EAST SIDE,Stefanie,Manhattan,Entire home/apt,52.5,25.049999999999997
"Bed&Bushwick | Clean & Chic Apt, Close to Subway",Mella & Justin,Brooklyn,Entire home/apt,38.333333333333336,167.20000000000002
"Quick walk to L Train, Free Cleaning & WiFi!",Martin & Steve,Brooklyn,Private room,1.4666666666666666,1.0
"GORGEOUS APARTMENT, PERFECT HARLEM LOCATION!",Patrice,Manhattan,Entire home/apt,50.0,35.52
Room in a Lovely Apartment in Upper East Side,Amanda & Rafael,Manhattan,Private room,75.0,7.36
Spacious apartment in front of Prospect Park,Slava,Brooklyn,Entire home/apt,110.0,310.96000000000004
Modern WBurg Castle in w/ Park & Skyline Views,Jordan,Brooklyn,Entire home/apt,99.5,16.39
Chic & Charming Brownstone Apartment 2 Bed w/Patio,Ana,Brooklyn,Entire home/apt,36.0,39.24
Parkside Place,Linda,Bronx,Entire home/apt,200.0,85.93
Little Safe Haven,Lillian,Manhattan,Private room,40.0,25.95
"Hidden gem in LES with Access to Backyard, F train",Vince,Manhattan,Private room,78.0,55.66
Superior One Bedroom Apartment in Prime Brooklyn,Alan,Brooklyn,Private room,25.0,4.4399999999999995
"Green Rm,4 bdrm House Medical & Professional ONLY",Myra,Brooklyn,Private room,1.6666666666666667,0.14
Room with King sized bed in the heart of Bushwick,Rosie,Brooklyn,Private room,25.0,119.66
"Orange Rm, 4bd rm Home Medical & Professional ONLY",Myra,Brooklyn,Private room,1.5,0.52
PrivateRoom2/LGA&JFK&Citi field&法拉盛/BustoManhattan,Babie,Queens,Private room,49.0,279.0
Blue rm 4bdrm Home Medical & Professionals ONLY,Myra,Brooklyn,Private room,1.3333333333333333,1.0
PrivateRoom/LGA&JFK&Citi field&法拉盛/BustoManhattan,Babie,Queens,Private room,35.0,135.45000000000002
Charming NEW Nordic Style 1-bed apartment,K,Brooklyn,Entire home/apt,3.0714285714285716,1.29
Private!  Entire loft near the waterfront!,Min,Brooklyn,Entire home/apt,32.0,56.98
Private Apartment,Aneel,Queens,Entire home/apt,30.0,1.0499999999999998
Charming cozy bedroom in Clinton Hill!,Nicolas,Brooklyn,Private room,15.0,0.11
Sunny apartment in the heart of Greenpoint!,Roger,Brooklyn,Entire home/apt,36.666666666666664,0.79
Feel at home!,Dada,Queens,Private room,59.0,66.24
NEW Perfect cozy 1 BDRM near JFK & Casino NYC LGA,Carlton,Queens,Entire home/apt,150.0,697.5
Sunny Room with Private Bath,Marie,Brooklyn,Private room,11.0,0.6
Large 1 Bedroom Brownstone Apartment,Joseph,Brooklyn,Entire home/apt,44.5,37.800000000000004
Private room near Prospect Park,Mariana,Brooklyn,Private room,55.0,121.92
2 Beds in Private Room 1- 20 minutes to Manhattan,Peter,Brooklyn,Private room,32.5,25.900000000000002
American Room @ Columbia Uni.,Elif,Manhattan,Private room,80.0,265.92
Canadian Room @ Columbia Uni.,Elif,Manhattan,Private room,75.0,63.02
Brooklyn home with character &  convenience,Debora,Brooklyn,Entire home/apt,30.0,82.42
Modern art-filled bedroom with vintage touch.,Dio,Brooklyn,Private room,33.0,7.76
Clever Midtown West 1BR w/ Gym + Doorman by Blueground,Blueground,Manhattan,Entire home/apt,8.8,0.17
"Large UWS 1BR w/ Stunning Gym, Doorman + Rooftop by Blueground",Blueground,Manhattan,Entire home/apt,8.133333333333333,0.19
Artist Penthouse,Anting,Manhattan,Entire home/apt,225.0,1.0499999999999998
2 bedroom CONDO off 5th Ave - BRIGHT and homey,Sara And Hila,Manhattan,Entire home/apt,9.333333333333334,118.08
Suite Nest /free street parking+wifi,Joe,Manhattan,Entire home/apt,6.666666666666667,39.52
1Master BR in a Brand new apt W/D- By Subway,Orit,Manhattan,Private room,50.0,9.99
"Penthouse studio- clean, A+ location. Park&Cafe :)",Boomer,Brooklyn,Entire home/apt,61.0,168.72000000000003
Private Room in a Quaint 2bd/1ba w/ TERRACE!!!,N.L.,Manhattan,Private room,21.428571428571427,0.46
Overnight Bed in Heart of Manhattan for Female,Demir,Manhattan,Shared room,100.0,0.21
Sweet Brooklyn,Qusuquzah,Brooklyn,Private room,31.0,0.15
Charming Apartment with TERRACE!!,N.L.,Manhattan,Entire home/apt,120.0,18.12
Cozy private room+bathroom in brooklyn!,Dedy,Brooklyn,Private room,23.0,90.16000000000001
PRIVATE room w/PARKING included-15Min to LGA&JFK!!,Fabian,Queens,Private room,49.0,382.46999999999997
Cozy apartment in PERFECT location!,Brenda,Queens,Shared room,50.0,9.27
Gorgeous Big 2 BedRoom Apt in Brooklyn Brownstone,Ella,Brooklyn,Entire home/apt,119.0,115.2
Williamsburg One Bedroom,Jessica,Brooklyn,Entire home/apt,125.0,14.3
Sunlit 1 Bedroom in the heart of Park Slope,Samaya,Brooklyn,Entire home/apt,46.666666666666664,72.45
Elite Penthouse,Anting,Manhattan,Entire home/apt,179.0,1.88
Polished 2 BR/2BA Home in Chic W. Village#10298,Sara,Manhattan,Entire home/apt,120.0,5.88
Sunny New York Home in East Village,Vivian,Manhattan,Entire home/apt,48.333333333333336,6.37
Professional Travelers,Robert,Brooklyn,Private room,45.0,2.8499999999999996
Private room 3 min walking to J train(female only),Viktoriia,Queens,Private room,45.0,9.27
Greenpoint Apt with a wonderful view !,Mickael,Brooklyn,Entire home/apt,50.0,1.88
Romantic space at the Upper East side of Manhattan,Sasha,Manhattan,Entire home/apt,45.0,7.12
Garden apartment in historic Brooklyn townhouse.,Jenny,Brooklyn,Entire home/apt,45.0,39.42
Artsy Apartment - Large Bedroom in Upper Manhattan,Tatianna,Manhattan,Private room,90.0,1.84
Large Private Bedroom in a Spacious Apartment,Angely,Manhattan,Private room,165.0,1.0499999999999998
Charming Studio in the Heart of Greenwich Village,Savanna,Manhattan,Entire home/apt,97.5,11.6
Private room 17 mins to Times Square.,Tim,Queens,Private room,32.5,87.48
Beautiful brownstone duplex in prime UES location,Anne-Marie,Manhattan,Entire home/apt,125.0,1.44
Shared Apt living-room w/pull out click open couch,Elisa,Manhattan,Shared room,75.0,0.12
"Mellow, Stylish Bedroom close to Pratt #1",Jessica,Brooklyn,Private room,10.0,8.8
Charming White Bedroom close to Pratt #2,Jessica,Brooklyn,Private room,9.833333333333334,18.36
LUXURY Brooklyn Brownstone 1 block from train,Eg,Brooklyn,Entire home/apt,175.0,82.89
"Female only, Private room,3 min walking to metro J",Viktoriia,Queens,Private room,45.0,13.64
Private Brooklyn Basement Apartment,Majd,Brooklyn,Entire home/apt,25.0,0.54
Brooklyn Heights contemporary studio apartment,Scott,Brooklyn,Entire home/apt,4.4,3.42
Crown Heights Urban Royal Penthouse,Maurice,Brooklyn,Entire home/apt,87.5,2.56
Studio apartment in Sunset park,Boris,Brooklyn,Entire home/apt,50.0,44.1
Brooklyn Room & Driveway,Colette,Brooklyn,Private room,87.5,5.1899999999999995
Academic pad,Piro,Brooklyn,Entire home/apt,24.2,0.31
Clean Room in Hip Neighborhood,Quincy,Manhattan,Private room,3.56,0.13
Cozy Private 1 Bedroom in a 2 Bedroom Shared Area,Terry,Brooklyn,Private room,29.0,0.25
"Soho Gem: A Modern, Zen 1BR in Nolita.",Renwick,Manhattan,Entire home/apt,50.0,11.5
Bushwick Apartment with Access to L and M Trains,Oliver,Brooklyn,Private room,35.0,2.8499999999999996
SPACIOUS/FURNISHED One Bedroom Brooklyn Apartment,Sean,Brooklyn,Entire home/apt,30.0,6.6499999999999995
"Spacious duplex, fits 5, perf midtown location!",Peter,Manhattan,Entire home/apt,125.0,46.0
Air B and B at the Grand Old Mansion,William,Brooklyn,Entire home/apt,22.5,69.36
Cozy&Nice Bedroom in an Apt/NYC Inwood location,Fabricio,Manhattan,Private room,33.333333333333336,7.6
Beautiful One Bedroom apt. with private rooftop.,Lisette,Queens,Entire home/apt,50.0,62.260000000000005
"Modern 2 Bedroom, Brooklyn Apt! Amazing Amenities!",Yngrid,Brooklyn,Entire home/apt,74.5,629.26
Spacious room in downtown 1st Ave 14th St.,Ma,Manhattan,Entire home/apt,18.8,0.68
Cozy and Convenient,Marvin,Brooklyn,Private room,47.0,9.450000000000001
"Quiet, cozy, modern apartment in Bushwick",Marta,Brooklyn,Private room,36.666666666666664,8.64
Beautiful Bushwick Oasis,Danni,Brooklyn,Private room,33.0,7.68
New Spacious 1BD w/ Private Bathroom Chinatown/LES,Molly,Manhattan,Private room,130.0,6.93
Charming 1-bedroom in Lower Manhattan,Anneka,Manhattan,Entire home/apt,115.0,9.36
Midtown City &River View~Luxury 3BR/2BA~BalconyGym,Motty,Manhattan,Entire home/apt,224.75,3.55
1 bdr in duplex with terrasse,Alexandra,Manhattan,Entire home/apt,130.0,78.25999999999999
Bushwick Loft (must love plants!),Sarah,Brooklyn,Entire home/apt,100.0,4.0200000000000005
New York Modern Studio,Zhen Zhen,Queens,Entire home/apt,21.428571428571427,25.95
LES private bedroom in safe apartment building,Nora,Manhattan,Private room,33.0,72.22
"Private Entrance, Boutique Amenities, Zen Vibes",Jon,Brooklyn,Private room,19.0,149.4
NYC LUXURY STUDIO,Erika,Manhattan,Entire home/apt,14.166666666666666,0.11
NOMAD District Loft Tons of Light,Anthony,Manhattan,Private room,41.666666666666664,19.63
2MinToTrainsCozyLivingRoomMaimonideLutheranHospita,Norma-Ester-,Brooklyn,Shared room,45.0,7.44
Spacious Central Park Apartment,Keziah,Manhattan,Entire home/apt,65.0,1.2000000000000002
Bushwick loft with NYC views (entire apt),Nicholas,Brooklyn,Entire home/apt,250.0,0.46
"Cozy, Private Room on Upper East Side",Gerta,Manhattan,Private room,31.0,123.84
